,Title,Price,ColoursAvailable,ReviewTopic,Reviews,UserID,Date,VerifiedPurchaser,IncentivizedReview
38,Campus 00s Shoes,110,7,i would by htese again,great fit and very stylisih the only thing is trying to keep the white boarder clean,556677 ," September 7, 2023 ",True,True
39,Campus 00s Shoes,110,7,Great shoe would recommend and buy again,Price was reasonable and shipping was great seller communication and tracking was awesome,Danny ," September 6, 2023",False,False
40,Campus 00s Shoes,110,7,Great purchase and quality shoe,I'm happy with the purchase as the shoes are a quality product,Carto-8 ," September 6, 2023",False,False
41,Campus 00s Shoes,110,7,My best purchase ever,"Comfortable ,looks great and a good value for the price",PattyM ," September 6, 2023 ",True,True
47,Campus 00s Shoes,110,7,Best purchase ever,"The shoes is comfortable, nice and simple. Not too crazy like other shoes!",Kevin45 ," September 5, 2023 ",True,True
48,Campus 00s Shoes,110,7,Good quality,"Good quality shoes 
Really comfortable shoes 
Good for style",Vadarmessi ," September 5, 2023",False,False
49,Campus 00s Shoes,110,7,Great fit,Comfortable fit and ride . First time brand new sneaker didn’t burn my feet !!!!,UncleDiesel ," September 5, 2023 ",True,True
50,Campus 00s Shoes,110,7,TOO TIGHT,KINDA TIGHT FITTING. STRIPES ARE MUCH DARKER THAN SHOWN IN PHOTOS,DAN96 ," September 5, 2023 ",True,True
51,Campus 00s Shoes,110,7,Adidas product quality is letting me down,The sizing is all around the place. Bought my usual size 8US but was loose. 7.5US was ok but a bit tight at the front. Had to return both since the left shoe of the 7.5 look used and someone deformed the front with their huge toe.,therealzarkmuckerberg ," September 5, 2023",False,False
62,Campus 00s Shoes,110,7,.,Great.                                                    .,E007 ," September 5, 2023",False,False
63,Campus 00s Shoes,110,7,Beautiful shoes,Great comfort for a great deal in the pricing! The shoes are aesthetically pleasing,Danni ," September 5, 2023",False,False
64,Campus 00s Shoes,110,7,new favorite pair!,"saw this show last minute and was debating on purchasing it or not, and i’m glad i did! feels like i’m walking on a cloud. love it! happy with the color, size, and everything. 10/10.",rmr03 ," September 4, 2023",False,False
65,Campus 00s Shoes,110,7,One the best shoes for training. Loving it !,Quality of the shoes is exceptional with great comfort for running and training.,MSD7 ," September 4, 2023",False,False
66,Campus 00s Shoes,110,7,Great show,"Comfortable, good looking shoe.  Would definitely recommend these for a good price.",Busky34 ," September 4, 2023 ",True,True
67,Campus 00s Shoes,110,7,Best decision,This shoe is real comfortable great cushion when walking overall for the price great shoe.,eliteauto13 ," September 4, 2023 ",True,True
68,Campus 00s Shoes,110,7,The white is classic,They are definitely hard to keep clean but they look nice!,Jacquelyn ," September 4, 2023 ",True,True
69,Campus 00s Shoes,110,7,The product wasn't bad and it was what I wanted.,"I do think it could be a bit wider, but that's just a personal opinion. Overall, it's a really great shoe besides the overwhelming amount of cushioning.",Jak23 ," September 4, 2023",False,False
70,Campus 00s Shoes,110,7,Very good sneaker,My son loves these sneakers.  They are very comfortable and accommodate his wide foot without us actually needing to order a wide.  We also bought these sneakers because they DON'T have the memory foam as part of the insole.  My son destroys those types of insoles within DAYS.,JenniEC76 ," September 4, 2023 ",True,True
71,Campus 00s Shoes,110,7,Really good pair of shoes,Very stylish comfortable reasonable price I highly recommend them,Torsoe78 ," September 4, 2023",False,False
82,Campus 00s Shoes,110,7,Good,Yes is perfectly the shoes is good is very good ok,SuperG ," September 2, 2023",False,False
83,Campus 00s Shoes,110,7,Great Product,Great looking and extremely comfortable and it goes with anything,Tony ," September 1, 2023 ",True,True
84,Campus 00s Shoes,110,7,These are great shoes to run and make something,These are great shoes to run and make something more,Jair ," September 1, 2023",False,False
85,Campus 00s Shoes,110,7,Excelent purchase,"The product was incredible, so beautiful and comfortable",Henryjon25 ," September 1, 2023",False,False
86,Campus 00s Shoes,110,7,Glad I bought them.,"Highly recommend these sneakers. So comfortable,light on my feet, Great quality and stylish.",Didas1 ," September 1, 2023 ",True,True
87,Campus 00s Shoes,110,7,It’s a nice looking shoe.,It ran a little big. Bulkier in the heel than I was expecting.,Boston ," September 1, 2023",False,False
88,Campus 00s Shoes,110,7,Awesome,Very conferble w buy fr tho w recommend fr fr fr frtho,Crzy ," September 1, 2023",False,False
89,Campus 00s Shoes,110,7,Good shoes,Good shoes as per the material and design. Soft cushion majed it really comfortable,Numair ," August 31, 2023",False,False
90,Campus 00s Shoes,110,7,Love the style,"The way everything just flows feels good , I got the all whites and the blue ones to switch",JA97 ," August 30, 2023",False,False
91,Campus 00s Shoes,110,7,Best all day walking shoe,Great for all day walking at the hospital and the training facility,Vick90 ," August 30, 2023",False,False
92,Campus 00s Shoes,110,7,Love the gazelle,Colorway reminded me of the Guinness handball spezials from a couple of years back. Missed out on those but I might like these a little more.,Izak ," September 11, 2023",False,False
93,Campus 00s Shoes,110,7,These sneakers never disappoint!,The color combo is on point. I was stopped multiple times wearing the sneakers!,Sneakysneak ," September 1, 2023",False,False
94,Campus 00s Shoes,110,7,/strong>, me of the Guinness handball spezials from a couple of years back. Missed out on those but I might like these a little more.,,,False,False
95,Campus 00s Shoes,110,7,ver disappoint!,s on point. I was stopped multiple times wearing the sneakers!,,,False,False
0,Gazelle Indoor Shoes,120,1,,,,,False,False
0,Samba ADV Shoes,100,3,This shows is both fashionable and functional.,It offers a lot of variety in terms of style but the width of the shoe leaves something to be desired when thinking about wearing it daily.,,,False,False
1,Samba ADV Shoes,100,3,Love this version of the samba!,"I love how this version has the suede and leather, it gives it a more textured look. I also like that the tongue isn’t as long as the traditional samba, which would irritate me. Overall really like them already!",,,False,False
2,Samba ADV Shoes,100,3,Nice update for the OG,"Bought these for my daughter as a BTS staple, and she loves them.",,,False,False
0,Campus 00s Shoes,110,7,Runs very big,Runs very big. My daughter always wears a 10 1/2 and this was 2 inches too big.  Thought is was men’s size but it was not.  Still waiting for our exchange.,Cindy ," September 7, 2023 ",False,True
1,Campus 00s Shoes,110,7,This shoe is completely defected and I would like,This shoe is completely defected and I would like someone to call me back so I can ship the shoes back to you worst quality I’ve ever seen,Vonny ," September 1, 2023",False,False
2,Campus 00s Shoes,110,7,Reminiscent of High School,"These are super cute! They are comfy but super wide. They have the look of DCs or Etnies from the 2000s. I probably could have sized down, but after 2 kids my feet ate a half size bigger so I didn’t want to chance them being too small.",Anzgei904 ," August 28, 2023 ",False,True
3,Campus 00s Shoes,110,7,Love these shoes,"Love this shoes so cute and stylish, runs true to size.",Robin ," August 17, 2023 ",False,True
4,Campus 00s Shoes,110,7,Nice,It's nice shoes and I will recomend it. Comfortable very,Grig ," August 16, 2023 ",False,True
5,Campus 00s Shoes,110,7,"fits great, extremely comfortable, very happy!","the usual expectations were met, very well fitting and very comfortable, and stylish as well. happy as always",CBass ," July 7, 2023",False,False
6,Campus 00s Shoes,110,7,excellent shoe love the style and  color,"super comfortable, goes great with all styles of cloths.",hamac ," July 6, 2023",False,False
7,Campus 00s Shoes,110,7,Love the materials,"Great colorway. Materials are good quality with soft suede. Comfortable, as expected.",Jenn ," July 5, 2023",False,False
8,Campus 00s Shoes,110,7,Have 4 pairs and love them all,I love the wide laces! Fits really well and super comfy.,Sunfun ," July 4, 2023 ",False,True
9,Campus 00s Shoes,110,7,Super cute,Very cute and comfy to wear just to go walking or out,Dani ," June 29, 2023",False,False
10,Campus 00s Shoes,110,7,Love these my new favorite shoe!,I have a wide foot and these fit so comfortably while still being stylish :),marie1226 ," June 27, 2023",False,False
11,Campus 00s Shoes,110,7,Totally drip shoes,Easy to order. Fast shipping.   Comfortable to wear. Fit and look great!,nsneely ," June 26, 2023 ",False,True
0,NMD_R1 Shoes,110,3,Great overall buy!,"Would purchase again  sizing was perfect, comfortable",Slab88 ," September 13, 2023",False,False
1,NMD_R1 Shoes,110,3,Have nothing to complain about,The shoe is great. It feels great on my feet. The pair I had before this has lasted 6 years.,Matt ," September 13, 2023",False,False
2,NMD_R1 Shoes,110,3,Greatest purchase ever,"Great Price, Good Quality, Fast Shipping and Awesome deal..",NMDs ," September 12, 2023",False,False
3,NMD_R1 Shoes,110,3,Lightweight and comfortable running shoes.,Cloud foam support is very comfortable. Will be buying in more colors,Tj22 ," September 12, 2023",False,False
4,NMD_R1 Shoes,110,3,As Comfy as EVER !!!,"Keep it up ADIDAS  !!!!
A +++++×++++++++++++++++++++",Gestos34 ," September 12, 2023",False,False
5,NMD_R1 Shoes,110,3,I will never buy this again they hurt my feet!,The shoe hurts so bad they are so hard on the top of the shoe I will never buy this again,Betty83 ," September 11, 2023",False,False
6,NMD_R1 Shoes,110,3,"One of the best, fashionable, comfortable sneakers","A bit pricey, but my number one go to for fashion and comfort.",Haley ," September 10, 2023",False,False
7,NMD_R1 Shoes,110,3,Very comfortable lightweight shoe!,"Very comfortable and lightweight shoe. Feels great, very sharp appearance,",Breed48 ," September 9, 2023",False,False
8,NMD_R1 Shoes,110,3,Sweet,"All black shoes, really comfortable, fit very nicely",6jgff ," September 6, 2023",False,False
9,NMD_R1 Shoes,110,3,I love it the color is perfect!,The color is a must! I love it! If you like use colors this is the shoe and its soo comfy!,Evea ," September 6, 2023",False,False
10,NMD_R1 Shoes,110,3,As usual adidas product to do disappoint,"Adidas for life, definitely my favorite brand that I'm always excited about getting new gear from",CharlieC003 ," September 5, 2023",False,False
11,NMD_R1 Shoes,110,3,Excellent,Very comfortable. I have them in several pairs in various colors,Nabisco721 ," September 5, 2023 ",False,True
13,NMD_R1 Shoes,110,3,Love these!,Great standard white sneaker for gym and street wear! Comfy and versatile,Shanalama ," September 5, 2023",False,False
14,NMD_R1 Shoes,110,3,Very reliable product.,One of a kind in style. Affordable  price and fast delivery.,TedBaq888 ," September 5, 2023 ",False,True
15,NMD_R1 Shoes,110,3,Excellent feeling shoe.,A bit tight at first but fits like a glove.   Very comfortable for walking or light  running.  A+ on the quality,Aristy26 ," September 5, 2023 ",False,True
16,NMD_R1 Shoes,110,3,Not true to size,"I am a size 10 women's.  When I received these, the size 10 were HUGE. I even had my boyfriend (who wears a men's size 11) try them on and he said they were even big for him. Definitely disappointed.",Britt87 ," September 4, 2023",False,False
27,NMD_R1 Shoes,110,3,Amazing,Got them to give as a gift and they loved them and wear them all the time,Dp51 ," September 4, 2023",False,False
28,NMD_R1 Shoes,110,3,Pretty good shoes,"Good for long distance walking or running, can get dirty easily tho",john ," September 4, 2023",False,False
29,NMD_R1 Shoes,110,3,Great product,"Great product, comfortable and fit me perfectly. Recommend it",Omar ," September 3, 2023",False,False
30,NMD_R1 Shoes,110,3,My wife loved them. Comfy and stylish,"Love the color. Super light weight and flexible. Perfect for doing errands, shopping, or taking a late night stroll.",Adidasfreak ," September 3, 2023",False,False
31,NMD_R1 Shoes,110,3,Great color really nice pink,This is a really nice bubble gum pink  super comfortable like usual,DIRTROCK11 ," September 2, 2023",False,False
32,NMD_R1 Shoes,110,3,Very good work shoes and great quality,My gf loves them. She uses them everyday and have held up very good,Cristi ," August 30, 2023",False,False
33,NMD_R1 Shoes,110,3,Love NMDs! My go to sneaker. So comfy. Love ‘em!,"I think this is my 15th pair of NMDs. They’re my go to sneaker for long dog walks, the gym, and Sunday brunch too. They look cute with just about anything, most importantly they make my feet feel great! I have a damaged spinal chord that makes walking &amp; working out difficult. I put on my NMDs and I feel great. It’s difficult for me to walk barefoot because I have loss of feeling in my feet and legs, so I even use a pair as slippers in the house. These sneakers have helped make my daily functioning better, and it’s an added bonus that they’re so cute.",Lolicannoli ," August 29, 2023",False,False
34,NMD_R1 Shoes,110,3,I love this sneaker!,It’s lightweight and comfortable. I could wear it everyday.,Lodon ," August 29, 2023",False,False
35,NMD_R1 Shoes,110,3,I feel it is ok,The shoes of Adidas production are okay. It is comfortable and beautiful,Salalala ," August 28, 2023",False,False
36,NMD_R1 Shoes,110,3,Great show for work! The fit is really good!,The shoe is really comfortable and I’m sure to buy more pairs,MADRIM3 ," August 27, 2023",False,False
37,NMD_R1 Shoes,110,3,I loooove NMD’s they’re super comfy for me! :),Super comfy and fits perfectly. I would buy more NMD’s in the future!,Maria04 ," August 25, 2023",False,False
38,NMD_R1 Shoes,110,3,Great shoe,Love NMD’s. Only thing to get used to on these was the extra padding at the ankle,AG29 ," August 24, 2023",False,False
39,NMD_R1 Shoes,110,3,Beautiful color but not comfortable,"I own a couple of pairs of Nmd R1 and they're super comfortable,  this pair is completely diffrent from the others. They are super stiff and narrow . I love the quality and color I just wish they were more comfortable.",Rherna ," August 23, 2023 ",False,True
40,NMD_R1 Shoes,110,3,"Rubs heels, probably wouldn’t buy again",The back of the shoe rubs terribly on the upper part of the heel after wearing them a couple hours. I’ve only been able to wear them twice. They’re probably fine if you wear long/tall socks but if you wear no-show socks then good luck to your Achilles tendon.,Kayleealyssa95 ," August 23, 2023 ",False,True
41,NMD_R1 Shoes,110,3,Can't stop buying,I have a few of these they are so confortable my favorite,Meechy ," August 22, 2023",False,False
42,NMD_R1 Shoes,110,3,Best shoe Adidas makes.,"The most lightweight, durable and comfortable shoe.",Saundersj992 ," August 22, 2023 ",False,True
43,NMD_R1 Shoes,110,3,Wife loves it,The shoe looks good and feels good on feet. That’s why I’m loyal to adidas. Affordable shoes that looks and feel good.,Retr0 ," August 20, 2023",False,False
44,NMD_R1 Shoes,110,3,The back of the shoe sliced open one of my ankles,Beautiful color and so comfortable outside of the back of the shoe digging painfully into my ankles,Sully ," August 19, 2023",False,False
45,NMD_R1 Shoes,110,3,Great purchase! Just the shoelaces untie fast,Good purchase Comfy as well. Just the shoe laces untie easily and I’m a 7 1/2 size and got 6 1/2 and still a bit big!,Loreper ," August 18, 2023 ",False,True
46,NMD_R1 Shoes,110,3,These shoes are extremely comfortable!,I can Wear these shoes all day long with no issues.,Erica83 ," August 16, 2023",False,False
52,NMD_R1 Shoes,110,3,Great shoes,Very comfortable and a great price. I have wide feet and they fit so much better than other shoes.,dionth23 ," August 16, 2023 ",False,True
53,NMD_R1 Shoes,110,3,Comfortable shoes,"I went to break them in, and they already felt perfect.",Frostyy ," August 15, 2023",False,False
54,NMD_R1 Shoes,110,3,Very comfortable and light to walk in.,I love these shoes. They look great and feel great,Chasif ," August 14, 2023",False,False
55,NMD_R1 Shoes,110,3,Not as expected,The quality of this design was not as good as expected. The comfort level was not as great as NMDs before.,O888 ," August 14, 2023 ",False,True
56,NMD_R1 Shoes,110,3,It’s very comfy,I would buy again because they look beautiful and also are very comfortable,Lalala ," August 14, 2023",False,False
57,NMD_R1 Shoes,110,3,I feel like they are made to big not a true6,But they are really cute fell like I could go smaller,Jt87 ," August 14, 2023",False,False
58,NMD_R1 Shoes,110,3,Love these shoes!,I'm obsessed with black and gold. Wish they had more shoes in this color!,Adidas4lf ," August 14, 2023",False,False
59,NMD_R1 Shoes,110,3,Cute but not comfortable,These shoes are hard to put on and rub around the opening of the shoe when wearing no show socks.  I wish I could return then after wearing them for the day,Momma ," August 13, 2023",False,False
60,NMD_R1 Shoes,110,3,Best lychees ever and worth the money,This is a great item to purchase for your family and it’s comfy,Cloud ," August 13, 2023",False,False
61,NMD_R1 Shoes,110,3,I like the design  and it's  very comfortable,"It's  supper comfortable  ,the bottom is slip resistant and the design  stands out",Phooh ," August 12, 2023",False,False
62,NMD_R1 Shoes,110,3,Perfection,They are comfortable and super nice also very resistance,Claudette ," August 11, 2023",False,False
63,NMD_R1 Shoes,110,3,Great comfort but hard to put on initially,"Bought these for my girlfriend and she loves the color and comfort, easygoing and unique designs but the initial start to putting on the sneaker is a bit hard for her to put on and may find some drawbacks to this. I hope she can break them in and not have anymore difficulty getting them on and off her feet.",Juicebag ," August 11, 2023",False,False
64,NMD_R1 Shoes,110,3,the colors of these are the best,"nmds are my favorite and these are no exception, the colors are perfect",faashauna ," August 10, 2023",False,False
65,NMD_R1 Shoes,110,3,My favorite shoes,I do feel like they have changed the heal throughout the years and these take longer to break in but once they are the best shoes,1234 ," August 10, 2023",False,False
66,NMD_R1 Shoes,110,3,Worse purchase of Adidas ever,"Material looks stretchy too flimsy, not enough support at all. I’m very disappointed in this shies fit.",Val1207 ," August 10, 2023",False,False
67,NMD_R1 Shoes,110,3,Loved the shoes!!,Will definitely buy again!! Everything about them is perfect.,Hammy2macy ," August 9, 2023",False,False
68,NMD_R1 Shoes,110,3,Very comfortable,"Love these shoes! They are very comfortable. They run a little big, I have sized down!",Eebs ," August 9, 2023 ",False,True
69,NMD_R1 Shoes,110,3,Would definitely recommend,"Super lightweight
Very comfortable all day 
Looks great",Momm ," August 9, 2023 ",False,True
70,NMD_R1 Shoes,110,3,STRONGLY RECOMMEND.,The shoes are super comfortable and great for daily use. They are pretty neutral and can go with most outfits.,Koko ," August 8, 2023 ",False,True
71,NMD_R1 Shoes,110,3,Best purchase !,Shoes is very comfortable. Fits true to size. Feels like you are wearing socks.,Samsam ," August 7, 2023 ",False,True
72,NMD_R1 Shoes,110,3,Dude,The adidas symbol folded into the paisley  design is bonkers. These are bad,Deez760 ," August 6, 2023 ",False,True
73,NMD_R1 Shoes,110,3,A good purchase,A good product for a good value. It’s perfect for the gym or just to go out,thaischristinaa ," August 6, 2023",False,False
74,NMD_R1 Shoes,110,3,They are ok,They are ok like I said before in the last message,Hereforthepoints ," August 4, 2023",False,False
75,NMD_R1 Shoes,110,3,Strongly recommend.,The shoes are super comfortable and great for daily use. They are pretty neutral and can go with most outfits.,Grey ," August 4, 2023 ",True,True
76,NMD_R1 Shoes,110,3,Too small,It was too tight. Couldn’t even put em on as they didn’t even stretch,Overshot ," August 4, 2023",False,False
77,NMD_R1 Shoes,110,3,loving it,this is my 3rd purchase for NMD shoes from adidas and i am planning to get more soon,MJ2020 ," August 4, 2023 ",False,True
78,NMD_R1 Shoes,110,3,I absolutely adore these shoes!!!!!!,They fit amazingly and are always in style. This style is my favorite!!,Shayjz ," August 3, 2023",False,False
79,NMD_R1 Shoes,110,3,Excellent.,"I like the rich, vibrant color. Comfortable fabric.",Designerflowers ," August 3, 2023",False,False
80,NMD_R1 Shoes,110,3,Beautiful colors,They look even better in person. Love em. The colors stand out,EvoJax9 ," August 3, 2023 ",False,True
81,NMD_R1 Shoes,110,3,Super comfortable and fits true to size,Love the color!! Perfect pop of color for an athletic workout outfit,Lauren ," August 2, 2023",False,False
82,NMD_R1 Shoes,110,3,Not true to size,I usually wear size 7 in sneakers and I sized down to 6.5. The 6.5 was still too big for me.,Ren868 ," July 30, 2023",False,False
83,NMD_R1 Shoes,110,3,Love these! Great neutral shoe to go with so much.,Run a little big so I went down a half size and fit great.,BTX_lady ," July 29, 2023",False,False
84,NMD_R1 Shoes,110,3,Awesome shoe.,The shoes are very comfortable and I love the simple design.,Lila ," July 29, 2023",False,False
85,NMD_R1 Shoes,110,3,Love.,These are really comfortable shoes. They are stylish too.,Grey ," July 29, 2023",False,False
86,NMD_R1 Shoes,110,3,Excellent birthday present for my woman's birthday,"Comfortable fit, awesome design. Definitely want more color combinations and designs.",PinkOnPink ," July 28, 2023",False,False
87,NMD_R1 Shoes,110,3,"I love it , the color is amazing! Go Down a size!","I am usually 7 / 7.5 , got the 7 based on reviews, its wide , does not hold tight my feet ,maybe it should be like this so it won’t become loose with time idk!
Anyways i will solve this with thick socks :P 
Over all very satisfied with my purchase :D",LADYN ," July 27, 2023",False,False
88,NMD_R1 Shoes,110,3,Great,It is some good shoes and they are so comfortable I like walking in them,Bobcat ," July 27, 2023",False,False
89,NMD_R1 Shoes,110,3,This shoe was comfortable.,The NMD shoe was comfortable as usual. Though the style was not as good as the original NMD’s.,Thai209 ," July 27, 2023",False,False
90,NMD_R1 Shoes,110,3,I love these! These are great for everyday comfort,"I love them! The ivory, muliticolor! Comfortable and for everyday! This my second color! I love adidas!",Roz49 ," July 26, 2023",False,False
91,NMD_R1 Shoes,110,3,Very confortable!,"Really recommended, this is a pair with great quality and confort.",User1234 ," July 26, 2023",False,False
97,NMD_R1 Shoes,110,3,Runs EXTREMELY Large,"This items sizing is extremely off.  I always wear a 7.5 women's in Adidas and in this shoe, it was at least a full size too large.",Asja111 ," July 19, 2023",False,False
98,NMD_R1 Shoes,110,3,Cheaply made!,The shoelaces are held together by a plastic piece. After only a month of wearing them the plastic piece ripped which made the shoes unwearable.,Tasha ," July 19, 2023 ",False,True
99,NMD_R1 Shoes,110,3,Nice lair if kicks,Comfy and stylish match a lot of outfits j like em,Joub ," July 18, 2023",False,False
100,NMD_R1 Shoes,110,3,Comfy shoe that is unique.,"One of the most comfortable shoes that I have ever worn. I love how simple the shoe looks, so it’s very easy to match with any outfit, but it unique enough that it’s stylish.",jsanty ," July 17, 2023 ",False,True
101,NMD_R1 Shoes,110,3,Very nice,"This shoes is very comfortable, excellent quality.",Abby ," July 17, 2023",False,False
103,NMD_R1 Shoes,110,3,These shoes are not comfy and actually painful.,"So initially putting these on my feet, they’re okay. Not the best, they fit weird. it almost feels like my feet are sitting on an angle like / \ instead of flat like _ _. I was looking for a comfy shoe to wear to work daily. I work shifts anywhere from 6-10 hours where i’m standing/walking constantly and only sit for 1 break. after about 3 hours of wearing these shoes the insides of my feet are killing me. the most pain being on the inside part of my foot. I thought if I wore them for a bit to break them in it would be less painful, however that is not the case. I can’t seem to wear these shoes again unless it’s less than 3 hours at a time. Really unfortunate I am unable to return them. On the plus side they are really bright and make me look extra tan.",Jojo ," July 17, 2023 ",False,True
104,NMD_R1 Shoes,110,3,The shoes work so perfect for my everyday work,I love the comfort as well as the way they go with each outfit,Adidas4lyfe ," July 17, 2023",False,False
105,NMD_R1 Shoes,110,3,Disappointing,I am a true womens 8.5. These were extremely large and more like a 10 or 10.5. Told customer service I thought it was a manufacturing issue. They didn’t do anything but tell me to return and could not try in another size or get another pair sent since they were out of stock.,Kids1 ," July 17, 2023 ",False,True
106,NMD_R1 Shoes,110,3,Too stiff,"Super stiff shoe, couldn’t even put on. The color is nice.",Mari ," July 17, 2023 ",False,True
127,NMD_R1 Shoes,110,3,"Style, fashion statement snd comfort","Style, fashion and comfort my 4th pair of NMD love the color and wears well casual or business casual.",Jenn ," July 8, 2023 ",False,True
128,NMD_R1 Shoes,110,3,Definitely one of my favorites!,My favorite shoes and love the different varieties of colors.,Jenni ," July 8, 2023",False,False
129,NMD_R1 Shoes,110,3,Great product,So comfortable and the color is just like pictured,ltpars ," July 7, 2023 ",False,True
130,NMD_R1 Shoes,110,3,Awesome,I would definitely recommend this! Really great!!!,Meme ," July 7, 2023",False,False
131,NMD_R1 Shoes,110,3,"Need flap to ease, inserting the leg","Putting the leg is tricky
Rest is good. Good shoes",Pree ," July 6, 2023",False,False
133,NMD_R1 Shoes,110,3,Amazing product,Nothing more to say it’s just amazing love everything,Yesser ," July 5, 2023",False,False
134,NMD_R1 Shoes,110,3,Nice Purchase,Confortable and nice looking shoes. Usually wear them when traveling.,Cisco ," July 5, 2023 ",False,True
135,NMD_R1 Shoes,110,3,BEST NMDS,Super comfy!!! Wear these to work!!!!! I love NMDS,Monikillz ," July 4, 2023 ",False,True
136,NMD_R1 Shoes,110,3,"Love the colors, so comfortable!",The shoes for very comfortably. I like how there are so many color options to choose from. Sometimes you don’t know what to expect when you order online but I was pleasantly surprised with this purchase.,Carla7 ," July 4, 2023 ",False,True
137,NMD_R1 Shoes,110,3,8,They are very nice but it's too big  I love the color,Gail ," July 4, 2023",False,False
138,NMD_R1 Shoes,110,3,Amazing,Happy great buy i love it everything i bought from adidas always fit correctly,Mike1992 ," July 4, 2023",False,False
139,NMD_R1 Shoes,110,3,Good quality shoes,It’s really good shoes but little bit in size you need go size down,Lola ," July 4, 2023",False,False
140,NMD_R1 Shoes,110,3,My New Favorite,"I love these shoes! They’re light, flexible and so comfortable like you’re walking on a cloud.",ThicknThin4 ," July 3, 2023 ",False,True
141,NMD_R1 Shoes,110,3,Comfortable,Comfortable shoes but I wish they would stock sizes more often,Jmg90 ," July 3, 2023",False,False
147,NMD_R1 Shoes,110,3,My new favs shoe,"These are comfortable and I can be on my feet for hours. I normally wear a size 7 but with Adidas always a 6/12! Delivery was practically next day, very happy with these new shoes.",Apain ," July 1, 2023 ",False,True
148,NMD_R1 Shoes,110,3,Good shoes! Nice comfort,I would recommend this product to people who use it on a daily basis.,Amii ," June 30, 2023",False,False
149,NMD_R1 Shoes,110,3,Adidas NMDs are the best shoes.,"Adidas NMDs are stylish and comfortable. I have a lot of shoes and more than half of them are NMDs, I love them",Sarah:) ," June 30, 2023",False,False
150,NMD_R1 Shoes,110,3,Greatly comfortable,Love the color. Great walking shoe. And everyday shoe,Beli ," June 30, 2023",False,False
151,NMD_R1 Shoes,110,3,Dream shoes!!!!,Purchasing the shoes was fairly easy once I realized the payment option of Apple Pay was working!,Hannah ," June 30, 2023 ",False,True
152,NMD_R1 Shoes,110,3,I love the material and the simple color combo!,The material of the shoe is breathe-able and easy to clean. Also the simple all black color with just a touch of color is the perfect for an every day shoe!,Liddocuzzin ," June 29, 2023",False,False
153,NMD_R1 Shoes,110,3,Love! Always last me a long time and super comfy,Always have to have these pairs in my closet! Love them!,Cast97 ," June 29, 2023",False,False
154,NMD_R1 Shoes,110,3,Great quality and comfort.,I bought these shoes for my wife and she absolutely loves them.  Shes already asked for more pairs in different sizes.   Will definitely purchase more.,TravisN23 ," June 29, 2023",False,False
155,NMD_R1 Shoes,110,3,Love nmds best shoes,So many color options love all of them! 10 pairs and counting for me!,Duff ," June 29, 2023",False,False
156,NMD_R1 Shoes,110,3,Comfortable and fashionable !,"NMD is my favorite style! 
Fashion meets comfort. It’s not a bulky shoe so you can dress it up or rock the sporty look.",TeamTGC ," June 29, 2023 ",True,True
157,NMD_R1 Shoes,110,3,Comfy shoes,"I’m an er nurse , and these shoes are very comfy at work.",Courts816 ," June 28, 2023 ",False,True
158,NMD_R1 Shoes,110,3,Good Quality and fast delivery in every order.,Very fast service of delivery when I purchase Adidas shoes.,Matrix321 ," June 28, 2023",False,False
159,NMD_R1 Shoes,110,3,Y’all sent me worn and dirty shoes,"I received a pain of dirty, scuffed, and clearly worn shoes. Disgusting.",Beth ," June 27, 2023",False,False
160,NMD_R1 Shoes,110,3,Cousin loves the black and pink color and comfy,Would recommend again to a family or friend again.,Adrian22 ," June 27, 2023",False,False
161,NMD_R1 Shoes,110,3,Nice shoe for everyday wear,little too narrow but otherwise like them very much,nat2117 ," June 27, 2023",False,False
162,NMD_R1 Shoes,110,3,they run big,They are wide and I'm normally a size 9 and these were too big,miriam ," June 27, 2023 ",False,True
163,NMD_R1 Shoes,110,3,I prefer the kids version. More room for your feet,I couldn’t get my feet into the sneakers. Too narrow of an entry,KayJay ," June 27, 2023",False,False
164,NMD_R1 Shoes,110,3,"Overall design is nice, but too narrow for me","Look/appearance of shoe is nice and sleek, have purchased NMDs in the past and have loved them. However, this specific model was very stiff and the shoe opening was too narrow for my foot.  It took some work to get on and after wearing the shoes all day, the top of my feet started hurting.  Maybe these are just meant for narrow feet. I was very bummed, but I had to return.",PattyV14 ," June 26, 2023",False,False
165,NMD_R1 Shoes,110,3,Love my nmds,"Nmds are my fav
 They aren't soft and squishy but aren't hard as a rock. I love the firmness and support of them. My foot doesn't ache at the end of the day like it does with the squishier models",Nmdlover ," June 26, 2023",False,False
166,NMD_R1 Shoes,110,3,Love this product,It inspires my style. I want to get a full setup for this,CashOut04 ," June 26, 2023",False,False
173,NMD_R1 Shoes,110,3,Perfect size and fit,"The color stood out, the sole is balanced and the inside is quite comfortable.",Darhmi ," June 26, 2023 ",False,True
174,NMD_R1 Shoes,110,3,Dope colorway! Very comfortable for walking.,Best purchase ever! They match any outfit and are easy to put on.,Lance23 ," June 26, 2023",False,False
175,NMD_R1 Shoes,110,3,Confortable and beautiful,"Adidas is the best in sport, i love your style everything",Vane ," June 25, 2023",False,False
